geometry,raster_val,area_feet,area_acres,size_category
"POLYGON ((2992728 1878831, 2992728 1878830, 2992727 1878830, 2992727 1878827, 2992730 1878827, 2992730 1878829, 2992731 1878829, 2992731 1878831, 2992728 1878831))",1.0,13.0,0.00029843893480257117,1/8 acre
"POLYGON ((2992475 1878840, 2992475 1878839, 2992474 1878839, 2992474 1878835, 2992475 1878835, 2992475 1878833, 2992474 1878833, 2992474 1878831, 2992475 1878831, 2992475 1878828, 2992476 1878828, 2992476 1878827, 2992477 1878827, 2992477 1878825, 2992481 1878825, 2992481 1878826, 2992482 1878826, 2992482 1878828, 2992483 1878828, 2992483 1878829, 2992484 1878829, 2992484 1878830, 2992488 1878830, 2992488 1878833, 2992487 1878833, 2992487 1878834, 2992485 1878834, 2992485 1878835, 2992484 1878835, 2992484 1878837, 2992480 1878837, 2992480 1878838, 2992479 1878838, 2992479 1878839, 2992478 1878839, 2992478 1878840, 2992475 1878840))",1.0,129.0,0.0029614325068870523,1/8 acre
"POLYGON ((2992596 1878833, 2992596 1878832, 2992595 1878832, 2992595 1878831, 2992591 1878831, 2992591 1878830, 2992590 1878830, 2992590 1878831, 2992589 1878831, 2992589 1878830, 2992587 1878830, 2992587 1878831, 2992586 1878831, 2992586 1878829, 2992587 1878829, 2992587 1878828, 2992591 1878828, 2992591 1878826, 2992592 1878826, 2992592 1878825, 2992593 1878825, 2992593 1878826, 2992595 1878826, 2992595 1878827, 2992597 1878827, 2992597 1878828, 2992598 1878828, 2992598 1878833, 2992596 1878833))",1.0,48.0,0.0011019283746556473,1/8 acre
"POLYGON ((2992738 1878842, 2992738 1878841, 2992736 1878841, 2992736 1878840, 2992735 1878840, 2992735 1878836, 2992734 1878836, 2992734 1878835, 2992735 1878835, 2992735 1878834, 2992734 1878834, 2992734 1878831, 2992733 1878831, 2992733 1878830, 2992732 1878830, 2992732 1878829, 2992734 1878829, 2992734 1878828, 2992735 1878828, 2992735 1878825, 2992736 1878825, 2992736 1878826, 2992737 1878826, 2992737 1878828, 2992739 1878828, 2992739 1878830, 2992738 1878830, 2992738 1878834, 2992739 1878834, 2992739 1878836, 2992740 1878836, 2992740 1878837, 2992741 1878837, 2992741 1878838, 2992742 1878838, 2992742 1878840, 2992741 1878840, 2992741 1878841, 2992740 1878841, 2992740 1878842, 2992738 1878842))",1.0,75.0,0.001721763085399449,1/8 acre
"POLYGON ((2992769 1878830, 2992769 1878829, 2992770 1878829, 2992770 1878826, 2992772 1878826, 2992772 1878825, 2992773 1878825, 2992773 1878826, 2992774 1878826, 2992774 1878827, 2992776 1878827, 2992776 1878830, 2992775 1878830, 2992775 1878829, 2992771 1878829, 2992771 1878830, 2992769 1878830))",1.0,20.0,0.0004591368227731864,1/8 acre
"POLYGON ((2992670 1878826, 2992670 1878825, 2992671 1878825, 2992671 1878826, 2992670 1878826))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992700 1878826, 2992700 1878825, 2992702 1878825, 2992702 1878826, 2992700 1878826))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992618 1878828, 2992618 1878827, 2992617 1878827, 2992617 1878826, 2992615 1878826, 2992615 1878824, 2992616 1878824, 2992616 1878825, 2992618 1878825, 2992618 1878826, 2992619 1878826, 2992619 1878828, 2992618 1878828))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992298 1878825, 2992298 1878824, 2992299 1878824, 2992299 1878825, 2992298 1878825))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992739 1878828, 2992739 1878827, 2992740 1878827, 2992740 1878826, 2992742 1878826, 2992742 1878824, 2992744 1878824, 2992744 1878823, 2992747 1878823, 2992747 1878825, 2992745 1878825, 2992745 1878826, 2992743 1878826, 2992743 1878827, 2992742 1878827, 2992742 1878828, 2992739 1878828))",1.0,17.0,0.00039026629935720846,1/8 acre
"POLYGON ((2992820 1878828, 2992820 1878826, 2992819 1878826, 2992819 1878825, 2992818 1878825, 2992818 1878824, 2992820 1878824, 2992820 1878823, 2992822 1878823, 2992822 1878824, 2992823 1878824, 2992823 1878825, 2992822 1878825, 2992822 1878828, 2992820 1878828))",1.0,14.0,0.00032139577594123047,1/8 acre
"POLYGON ((2992776 1878824, 2992776 1878823, 2992778 1878823, 2992778 1878824, 2992776 1878824))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992901 1878825, 2992901 1878822, 2992903 1878822, 2992903 1878823, 2992902 1878823, 2992902 1878825, 2992901 1878825))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992717 1878823, 2992717 1878822, 2992718 1878822, 2992718 1878823, 2992717 1878823))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992726 1878823, 2992726 1878822, 2992727 1878822, 2992727 1878823, 2992726 1878823))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992803 1878830, 2992803 1878829, 2992804 1878829, 2992804 1878828, 2992805 1878828, 2992805 1878827, 2992807 1878827, 2992807 1878826, 2992808 1878826, 2992808 1878825, 2992809 1878825, 2992809 1878824, 2992810 1878824, 2992810 1878823, 2992812 1878823, 2992812 1878822, 2992813 1878822, 2992813 1878821, 2992815 1878821, 2992815 1878822, 2992814 1878822, 2992814 1878823, 2992813 1878823, 2992813 1878824, 2992811 1878824, 2992811 1878826, 2992810 1878826, 2992810 1878827, 2992808 1878827, 2992808 1878828, 2992807 1878828, 2992807 1878829, 2992805 1878829, 2992805 1878830, 2992803 1878830))",1.0,23.0,0.0005280073461891644,1/8 acre
"POLYGON ((2992494 1878823, 2992494 1878821, 2992498 1878821, 2992498 1878822, 2992497 1878822, 2992497 1878823, 2992494 1878823))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992706 1878823, 2992706 1878821, 2992707 1878821, 2992707 1878822, 2992708 1878822, 2992708 1878823, 2992706 1878823))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992886 1878836, 2992886 1878835, 2992883 1878835, 2992883 1878832, 2992884 1878832, 2992884 1878831, 2992885 1878831, 2992885 1878829, 2992886 1878829, 2992886 1878828, 2992887 1878828, 2992887 1878827, 2992888 1878827, 2992888 1878826, 2992892 1878826, 2992892 1878825, 2992894 1878825, 2992894 1878823, 2992892 1878823, 2992892 1878821, 2992894 1878821, 2992894 1878822, 2992897 1878822, 2992897 1878823, 2992898 1878823, 2992898 1878824, 2992897 1878824, 2992897 1878825, 2992898 1878825, 2992898 1878826, 2992899 1878826, 2992899 1878825, 2992900 1878825, 2992900 1878830, 2992899 1878830, 2992899 1878831, 2992896 1878831, 2992896 1878830, 2992895 1878830, 2992895 1878829, 2992889 1878829, 2992889 1878830, 2992888 1878830, 2992888 1878829, 2992887 1878829, 2992887 1878832, 2992889 1878832, 2992889 1878834, 2992888 1878834, 2992888 1878835, 2992887 1878835, 2992887 1878836, 2992886 1878836))",1.0,94.0,0.0021579430670339763,1/8 acre
"POLYGON ((2992772 1878822, 2992772 1878821, 2992774 1878821, 2992774 1878820, 2992775 1878820, 2992775 1878822, 2992772 1878822))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992703 1878821, 2992703 1878820, 2992704 1878820, 2992704 1878821, 2992703 1878821))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992815 1878821, 2992815 1878820, 2992816 1878820, 2992816 1878821, 2992815 1878821))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992771 1878821, 2992771 1878820, 2992770 1878820, 2992770 1878819, 2992772 1878819, 2992772 1878821, 2992771 1878821))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992816 1878820, 2992816 1878819, 2992817 1878819, 2992817 1878818, 2992819 1878818, 2992819 1878819, 2992818 1878819, 2992818 1878820, 2992816 1878820))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992772 1878819, 2992772 1878818, 2992773 1878818, 2992773 1878819, 2992772 1878819))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992542 1878819, 2992542 1878817, 2992544 1878817, 2992544 1878819, 2992542 1878819))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992464 1878818, 2992464 1878817, 2992465 1878817, 2992465 1878816, 2992467 1878816, 2992467 1878817, 2992469 1878817, 2992469 1878818, 2992464 1878818))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992819 1878818, 2992819 1878817, 2992820 1878817, 2992820 1878816, 2992821 1878816, 2992821 1878818, 2992819 1878818))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992883 1878817, 2992883 1878816, 2992884 1878816, 2992884 1878817, 2992883 1878817))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992376 1878816, 2992376 1878815, 2992377 1878815, 2992377 1878816, 2992376 1878816))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992824 1878816, 2992824 1878815, 2992826 1878815, 2992826 1878816, 2992824 1878816))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992902 1878816, 2992902 1878815, 2992904 1878815, 2992904 1878816, 2992902 1878816))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992454 1878819, 2992454 1878818, 2992453 1878818, 2992453 1878816, 2992452 1878816, 2992452 1878815, 2992453 1878815, 2992453 1878814, 2992454 1878814, 2992454 1878815, 2992456 1878815, 2992456 1878818, 2992455 1878818, 2992455 1878819, 2992454 1878819))",1.0,12.0,0.0002754820936639118,1/8 acre
"POLYGON ((2992380 1878815, 2992380 1878814, 2992381 1878814, 2992381 1878815, 2992380 1878815))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992520 1878830, 2992520 1878827, 2992519 1878827, 2992519 1878826, 2992521 1878826, 2992521 1878824, 2992522 1878824, 2992522 1878821, 2992523 1878821, 2992523 1878820, 2992524 1878820, 2992524 1878819, 2992523 1878819, 2992523 1878817, 2992522 1878817, 2992522 1878816, 2992520 1878816, 2992520 1878814, 2992522 1878814, 2992522 1878813, 2992525 1878813, 2992525 1878816, 2992528 1878816, 2992528 1878818, 2992529 1878818, 2992529 1878819, 2992531 1878819, 2992531 1878818, 2992533 1878818, 2992533 1878819, 2992532 1878819, 2992532 1878820, 2992531 1878820, 2992531 1878823, 2992533 1878823, 2992533 1878825, 2992534 1878825, 2992534 1878824, 2992536 1878824, 2992536 1878826, 2992535 1878826, 2992535 1878827, 2992533 1878827, 2992533 1878829, 2992531 1878829, 2992531 1878827, 2992530 1878827, 2992530 1878828, 2992529 1878828, 2992529 1878829, 2992527 1878829, 2992527 1878830, 2992526 1878830, 2992526 1878829, 2992524 1878829, 2992524 1878830, 2992522 1878830, 2992522 1878829, 2992521 1878829, 2992521 1878830, 2992520 1878830))",1.0,149.0,0.003420569329660239,1/8 acre
"POLYGON ((2992670 1878821, 2992670 1878820, 2992668 1878820, 2992668 1878818, 2992670 1878818, 2992670 1878817, 2992671 1878817, 2992671 1878816, 2992673 1878816, 2992673 1878815, 2992675 1878815, 2992675 1878814, 2992678 1878814, 2992678 1878813, 2992679 1878813, 2992679 1878812, 2992681 1878812, 2992681 1878815, 2992680 1878815, 2992680 1878816, 2992679 1878816, 2992679 1878817, 2992677 1878817, 2992677 1878818, 2992676 1878818, 2992676 1878819, 2992675 1878819, 2992675 1878820, 2992674 1878820, 2992674 1878819, 2992673 1878819, 2992673 1878818, 2992672 1878818, 2992672 1878819, 2992671 1878819, 2992671 1878821, 2992670 1878821))",1.0,45.0,0.0010330578512396695,1/8 acre
"POLYGON ((2992821 1878816, 2992821 1878815, 2992822 1878815, 2992822 1878814, 2992823 1878814, 2992823 1878813, 2992824 1878813, 2992824 1878812, 2992826 1878812, 2992826 1878813, 2992825 1878813, 2992825 1878814, 2992824 1878814, 2992824 1878815, 2992823 1878815, 2992823 1878816, 2992821 1878816))",1.0,8.0,0.00018365472910927456,1/8 acre
"POLYGON ((2992506 1878816, 2992506 1878815, 2992505 1878815, 2992505 1878813, 2992506 1878813, 2992506 1878812, 2992507 1878812, 2992507 1878814, 2992508 1878814, 2992508 1878816, 2992506 1878816))",1.0,8.0,0.00018365472910927456,1/8 acre
"POLYGON ((2992842 1878814, 2992842 1878812, 2992843 1878812, 2992843 1878813, 2992844 1878813, 2992844 1878814, 2992842 1878814))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992787 1878812, 2992787 1878811, 2992788 1878811, 2992788 1878812, 2992787 1878812))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992583 1878811, 2992583 1878809, 2992585 1878809, 2992585 1878810, 2992584 1878810, 2992584 1878811, 2992583 1878811))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992519 1878811, 2992519 1878810, 2992516 1878810, 2992516 1878809, 2992520 1878809, 2992520 1878811, 2992519 1878811))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992818 1878811, 2992818 1878810, 2992816 1878810, 2992816 1878808, 2992818 1878808, 2992818 1878809, 2992819 1878809, 2992819 1878811, 2992818 1878811))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992582 1878809, 2992582 1878808, 2992583 1878808, 2992583 1878809, 2992582 1878809))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992826 1878812, 2992826 1878811, 2992827 1878811, 2992827 1878810, 2992828 1878810, 2992828 1878809, 2992829 1878809, 2992829 1878808, 2992830 1878808, 2992830 1878807, 2992831 1878807, 2992831 1878809, 2992830 1878809, 2992830 1878810, 2992829 1878810, 2992829 1878811, 2992828 1878811, 2992828 1878812, 2992826 1878812))",1.0,9.0,0.00020661157024793388,1/8 acre
"POLYGON ((2992579 1878809, 2992579 1878808, 2992580 1878808, 2992580 1878806, 2992582 1878806, 2992582 1878808, 2992581 1878808, 2992581 1878809, 2992579 1878809))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992832 1878807, 2992832 1878806, 2992834 1878806, 2992834 1878807, 2992832 1878807))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992508 1878812, 2992508 1878806, 2992509 1878806, 2992509 1878805, 2992511 1878805, 2992511 1878806, 2992512 1878806, 2992512 1878805, 2992514 1878805, 2992514 1878806, 2992515 1878806, 2992515 1878807, 2992514 1878807, 2992514 1878809, 2992512 1878809, 2992512 1878810, 2992513 1878810, 2992513 1878811, 2992512 1878811, 2992512 1878812, 2992511 1878812, 2992511 1878811, 2992510 1878811, 2992510 1878810, 2992509 1878810, 2992509 1878812, 2992508 1878812))",1.0,33.0,0.0007575757575757576,1/8 acre
"POLYGON ((2992710 1878807, 2992710 1878805, 2992711 1878805, 2992711 1878806, 2992712 1878806, 2992712 1878807, 2992710 1878807))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992843 1878806, 2992843 1878805, 2992844 1878805, 2992844 1878806, 2992843 1878806))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992408 1878807, 2992408 1878806, 2992407 1878806, 2992407 1878805, 2992408 1878805, 2992408 1878804, 2992409 1878804, 2992409 1878807, 2992408 1878807))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992538 1878805, 2992538 1878804, 2992539 1878804, 2992539 1878805, 2992538 1878805))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992844 1878805, 2992844 1878804, 2992845 1878804, 2992845 1878805, 2992844 1878805))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992835 1878807, 2992835 1878806, 2992834 1878806, 2992834 1878805, 2992835 1878805, 2992835 1878804, 2992836 1878804, 2992836 1878803, 2992837 1878803, 2992837 1878805, 2992836 1878805, 2992836 1878806, 2992837 1878806, 2992837 1878807, 2992835 1878807))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992518 1878804, 2992518 1878803, 2992519 1878803, 2992519 1878804, 2992518 1878804))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992639 1878805, 2992639 1878802, 2992641 1878802, 2992641 1878805, 2992639 1878805))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992502 1878803, 2992502 1878802, 2992504 1878802, 2992504 1878803, 2992502 1878803))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992637 1878803, 2992637 1878802, 2992638 1878802, 2992638 1878803, 2992637 1878803))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992445 1878802, 2992445 1878801, 2992446 1878801, 2992446 1878802, 2992445 1878802))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992436 1878811, 2992436 1878809, 2992435 1878809, 2992435 1878808, 2992434 1878808, 2992434 1878806, 2992432 1878806, 2992432 1878805, 2992433 1878805, 2992433 1878802, 2992436 1878802, 2992436 1878801, 2992438 1878801, 2992438 1878800, 2992441 1878800, 2992441 1878801, 2992443 1878801, 2992443 1878803, 2992444 1878803, 2992444 1878802, 2992445 1878802, 2992445 1878807, 2992442 1878807, 2992442 1878808, 2992441 1878808, 2992441 1878809, 2992440 1878809, 2992440 1878810, 2992438 1878810, 2992438 1878811, 2992436 1878811))",1.0,89.0,0.0020431588613406796,1/8 acre
"POLYGON ((2992636 1878802, 2992636 1878800, 2992637 1878800, 2992637 1878802, 2992636 1878802))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992317 1878808, 2992317 1878807, 2992315 1878807, 2992315 1878806, 2992316 1878806, 2992316 1878805, 2992317 1878805, 2992317 1878803, 2992318 1878803, 2992318 1878801, 2992319 1878801, 2992319 1878802, 2992320 1878802, 2992320 1878801, 2992321 1878801, 2992321 1878799, 2992322 1878799, 2992322 1878800, 2992324 1878800, 2992324 1878801, 2992322 1878801, 2992322 1878802, 2992323 1878802, 2992323 1878803, 2992322 1878803, 2992322 1878804, 2992324 1878804, 2992324 1878805, 2992322 1878805, 2992322 1878807, 2992320 1878807, 2992320 1878808, 2992317 1878808))",1.0,40.0,0.0009182736455463728,1/8 acre
"POLYGON ((2992919 1878802, 2992919 1878801, 2992918 1878801, 2992918 1878799, 2992920 1878799, 2992920 1878802, 2992919 1878802))",1.0,5.0,0.0001147842056932966,1/8 acre
